DescripcionCIAN,ActividadBMXID,DescripcionBMX
TRANSPORTE ESCOLAR Y DE PERSONAL,7119010130,AUTOTRANSPORTE ESCOLAR TURISTICO EN AUTOBUS Y OTROS ESPECIALIZADOS  EXCEPTO AMBULANCIAS
TRANSPORTE ESCOLAR Y DE PERSONAL,7115018131,TRANSPORTE EN AUTOMOVIL DE RUTA FIJA (GOBIERNO)
TRANSPORTE ESCOLAR Y DE PERSONAL,7115018,TRANSPORTE EN AUTOMOVIL DE RUTA FIJA
ALQUILER DE AUTOBUSES CON CHOFER,,
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,9503005,TRANSMISORES DE DINERO O DISPERSORES/CAMBISTAS O CENTROS CAMBIARIOS/CASAS DE EMPEÑO (U.I.F)
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,8429046,EMPRESAS TRANSPORTADORAS DE VALORES
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,7500003,SERVICIOS RELACIONADOS CON EL TRANSPORTE EN GENERAL
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,7400005,SERVICIOS CONEXOS AL TRANSPORTE
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,7300007,TRANSPORTE AÉREO
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,7200009,TRANSPORTE POR AGUA
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,7129910,CARTERA DE TRANSPORTES DE ESTADOS ANALITICOS
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,7129902,USUARIOS MENORES TRANSPORTES
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,7119010,AUTOTRANSPORTE ESCOLAR TURISTICO EN AUTOBUS Y OTROS ESPECIALIZADOS EXCEPTO AMBULANCIAS
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,7100001,TRANSPORTE TERRESTRE
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,6800008,"COMPRAVENTA DE EQUIPO DE TRANSPORTE, SUS REFACCIONES Y ACCESORIOS"
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,5000005,"GENERACIÓN, TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA"
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,4193017,CONSTRUCCION E INSTALACION DE PLANTAS GENERADORAS Y LINEAS DE TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,3800001,"CONSTRUCCIÓN, RECONSTRUCCIÓN Y ENSAMBLE DE EQUIPO DE TRANSPORTE Y SUS PARTES"
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,3711018,FABRICACION ENSAMBLE Y REPARACION DE TRANSFORMADORES MOTORES Y MAQUINARIA Y EQUIPO PARA GENERACION Y UTILIZACION DE LA ENERGIA ELECTRICA
OTRO TRANSPORTE TERRESTRE DE PASAJEROS,3692010,FABRICACION ENSAMBLE Y REPARACION DE GRUAS MONTACARGAS Y OTRAS MAQUINAS PARA TRANSPORTAR O LEVANTAR
TRANSPORTE DE PETROLEO CRUDO POR DUCTOS,,
TRANSPORTE DE GAS NATURAL POR DUCTOS,7191018131,TRANSPORTE POR DUCTOS (GOBIERNO)
TRANSPORTE DE GAS NATURAL POR DUCTOS,7191018,TRANSPORTE POR DUCTOS
TRANSPORTE POR DUCTOS DE PRODUCTOS REFINADOS DEL PETROLEO,,
"TRANSPORTE POR DUCTOS DE OTROS PRODUCTOS, EXCEPTO DE PRODUCTOS REFINADOS DEL PETROLEO",,
TRANSPORTE TURISTICO POR TIERRA,7114010131,TRANSPORTE EN AUTOMOVILES DE SITIO Y TURISMO (GOBIERNO)
TRANSPORTE TURISTICO POR TIERRA,7114010,TRANSPORTE EN AUTOMOVILES DE SITIO Y TURISMO
TRANSPORTE TURISTICO POR AGUA,7291016131,TRANSPORTE FLUVIAL Y LACUSTRE (GOBIERNO)
TRANSPORTE TURISTICO POR AGUA,7291016,TRANSPORTE FLUVIAL Y LACUSTRE
OTRO TRANSPORTE TURISTICO,,
OPERACIONES AEROPORTUARIAS,7412018131,AEROPUERTO CIVIL (GOBIERNO)
OPERACIONES AEROPORTUARIAS,7412018,AEROPUERTO CIVIL
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE AEREO,7519038131,RENTA DE VEHICULOS AEREOS (GOBIERNO)
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE AEREO,7519038,RENTA DE VEHICULOS AEREOS
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE AEREO,7312010131,SERVICIOS RELACIONADOS CON EL TRANSPORTE EN AERONAVES CON MATRICULA EXTRANJERA (GOBIERNO)
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE AEREO,7312010,SERVICIOS RELACIONADOS CON EL TRANSPORTE EN AERONAVES CON MATRICULA EXTRANJERA
SERVICIOS RELACIONADOS CON EL TRANSPORTE POR FERROCARRIL,7519012131,AGENCIA DE FERROCARRIL (GOBIERNO)
SERVICIOS RELACIONADOS CON EL TRANSPORTE POR FERROCARRIL,7519012,AGENCIA DE FERROCARRIL
ADMINISTRACION DE PUERTOS Y MUELLES,7413016131,ADMINISTRACION DE PUERTOS MARITIMOS LACUSTRES Y FLUVIALES (GOBIERNO)
ADMINISTRACION DE PUERTOS Y MUELLES,7413016,ADMINISTRACION DE PUERTOS MARITIMOS LACUSTRES Y FLUVIALES
ADMINISTRACION DE PUERTOS Y MUELLES,7299010131,CARGA Y ESTIBA PORTUARIA (GOBIERNO)
ADMINISTRACION DE PUERTOS Y MUELLES,7299010,CARGA Y ESTIBA PORTUARIA
SERVICIOS DE CARGA Y DESCARGA PARA EL TRANSPORTE POR AGUA,,
SERVICIOS PARA LA NAVEGACION POR AGUA,,
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR AGUA,6134019,COMPRAVENTA DE REFRESCOS AGUAS GASEOSAS Y AGUAS PURIFICADAS
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR AGUA,5111018,"CAPTACION, TRATAMIENTO, CONDUCCION Y DISTRIBUCION DE AGUA POTABLE EXCEPTO DE RIEGO"
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR AGUA,5100003,"CAPTACIÓN, TRATAMIENTO, CONDUCCIÓN Y DISTRIBUCIÓN DE AGUA POTABLE EXCEPTO DE RIEGO"
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR AGUA,3831022,FABRICACION Y REPARACION DE OTROS VEHICULOS ACUATICOS
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR AGUA,2131043,PURIFICACION DE AGUA  EXCEPTO CAPTACION TRATAMIENTO CONDUCCION Y DISTRIBUCION DE AGUA POTABLE
REMOLQUE DE VEHICULOS DE MOTOR,7514012131,SERVICIOS DE BASCULA Y DE GRUA PARA VEHICULOS (GOBIERNO)
REMOLQUE DE VEHICULOS DE MOTOR,7514012,SERVICIOS DE BASCULA Y DE GRUA PARA VEHICULOS
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR CARRETERA,7411010131,ADMINISTRACION DE CAMINOS PUENTES Y SERVICIOS AUXILIARES (GOBIERNO)
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE POR CARRETERA,7411010,ADMINISTRACION DE CAMINOS PUENTES Y SERVICIOS AUXILIARES
SERVICIOS DE INTERMEDIACION PARA EL TRANSPORTE DE CARGA,,
OTROS SERVICIOS RELACIONADOS CON EL TRANSPORTE,,
SERVICIOS POSTALES,7614010141,SERVICIOS POSTALES (GOBIERNO)
SERVICIOS POSTALES,7614010,SERVICIOS POSTALES
SERVICIOS DE MENSAJERIA Y PAQUETERIA FORANEA,,
SERVICIOS DE MENSAJERIA Y PAQUETERIA LOCAL,,
ALMACENAMIENTO GENERAL SIN INSTALACIONES ESPECIALIZADAS,8131013,ALMACENES DE DEPOSITO NACIONALES
ALMACENAMIENTO CON REFRIGERACION,7511018131,SERVICIOS DE ALMACENAMIENTO Y REFRIGERACION (GOBIERNO)
ALMACENAMIENTO CON REFRIGERACION,7511018,SERVICIOS DE ALMACENAMIENTO Y REFRIGERACION
ALMACENAMIENTO DE PRODUCTOS AGROPECUARIOS QUE NO REQUIEREN REFRIGERACION,,
OTROS SERVICIOS DE ALMACENAMIENTO CON INSTALACIONES ESPECIALIZADAS,8131021,ALMACENES DE DEPOSITO PRIVADOS
"EDICION DE PERIODICOS, EXCEPTO A TRAVES DE INTERNET",,
"EDICION DE REVISTAS Y OTRAS PUBLICACIONES PERIODICAS, EXCEPTO A TRAVES DE INTERNET",2921014,ENCUADERNACION
"EDICION DE REVISTAS Y OTRAS PUBLICACIONES PERIODICAS, EXCEPTO A TRAVES DE INTERNET",2911015,EDICION DE PERIODICOS Y REVISTAS
"EDICION DE LIBROS, EXCEPTO A TRAVES DE INTERNET",6227012,COMPRAVENTA DE LIBROS
"EDICION DE LIBROS, EXCEPTO A TRAVES DE INTERNET",2912013,EDICION DE LIBROS
"EDICION DE LIBROS, EXCEPTO A TRAVES DE INTERNET",2912005,EDICION DE LIBROS Y SIMILARES
"EDICION DE DIRECTORIOS Y DE LISTAS DE CORREO, EXCEPTO A TRAVES DE INTERNET",,
"EDICION DE OTROS MATERIALES, EXCEPTO A TRAVES DE INTERNET",,
"EDICION DE SOFTWARE, EXCEPTO A TRAVES DE INTERNET",,
"PRODUCCION DE PELICULAS CINEMATOGRAFICAS, VIDEOS, PROGRAMAS PARA LA TELEVISION Y OTROS MATERIALES AUDIOVISUALES",8821044,PRODUCCION DE PELICULAS
"PRODUCCION DE PELICULAS CINEMATOGRAFICAS, VIDEOS, PROGRAMAS PARA LA TELEVISION Y OTROS MATERIALES AUDIOVISUALES",8821028,GRABACION DE SONIDO EN PELICULAS
"PRODUCCION DE PELICULAS CINEMATOGRAFICAS, VIDEOS, PROGRAMAS PARA LA TELEVISION Y OTROS MATERIALES AUDIOVISUALES",8821010,ESTUDIOS CINEMATOGRAFICOS
"PRODUCCION DE PELICULAS CINEMATOGRAFICAS, VIDEOS, PROGRAMAS PARA LA TELEVISION Y OTROS MATERIALES AUDIOVISUALES",3912012,FABRICACION DE CAMARAS FOTOGRAFICAS DE CINE Y PROYECTORES
"DISTRIBUCION DE PELICULAS CINEMATOGRAFICAS, VIDEOS Y OTROS MATERIALES AUDIOVISUALES",,
"EXHIBICION DE PELICULAS CINEMATOGRAFICAS, VIDEOS Y OTROS MATERIALES AUDIOVISUALES",,
SERVICIOS DE POSTPRODUCCION Y OTROS SERVICIOS PARA LA INDUSTRIA FILMICA Y DEL VIDEO,,
PRODUCTORAS DISCOGRAFICAS,,
PRODUCCION Y DISTRIBUCION DE DISCOS Y CINTAS MAGNETOFONICAS,3722023,GRABACION DE DISCOS Y CINTAS
PRODUCCION Y DISTRIBUCION DE DISCOS Y CINTAS MAGNETOFONICAS,3722015,FABRICACION DE DISCOS Y CINTAS PARA GRABACIONES
EDITORAS DE MUSICA,,
GRABACION DE DISCOS Y CINTAS MAGNETOFONICAS,,
OTROS SERVICIOS DE GRABACION DEL SONIDO,,
"TRANSMISION DE PROGRAMAS DE RADIO, EXCEPTO A TRAVES DE INTERNET",8824014,RADIODIFUSORA
"TRANSMISION DE PROGRAMAS DE TELEVISION, EXCEPTO A TRAVES DE INTERNET",8825012,TELEDIFUSORA
"PRODUCCION DE PROGRAMACION DE CANALES PARA SISTEMAS DE TELEVISION POR CABLE O SATELITALES, EXCEPTO A TRAVES DE INTERNET",,
CREACION Y DIFUSION DE CONTENIDO EXCLUSIVAMENTE A TRAVES DE INTERNET,,
"TELEFONIA TRADICIONAL, TELEGRAFIA Y OTRAS TELECOMUNICACIONES ALAMBRICAS",7612014141,EMPRESA DE TELEGRAFOS (GOBIERNO)
"TELEFONIA TRADICIONAL, TELEGRAFIA Y OTRAS TELECOMUNICACIONES ALAMBRICAS",7612014,EMPRESA DE TELEGRAFOS
"TELEFONIA TRADICIONAL, TELEGRAFIA Y OTRAS TELECOMUNICACIONES ALAMBRICAS",7611016141,EMPRESA DE TELEFONOS (GOBIERNO)
"TELEFONIA CELULAR Y OTRAS  TELECOMUNICACIONES INALAMBRICAS, EXCEPTO LOS SERVICIOS DE SATELITES",,
REVENTA DE SERVICIOS DE TELECOMUNICACIONES,,
SERVICIOS DE SATELITES,,
"DISTRIBUCION POR SUSCRIPCION DE PROGRAMAS DE TELEVISION, EXCEPTO A TRAVES DE INTERNET",,
OTROS SERVICIOS DE TELECOMUNICACIONES,7613913,CARTERA DE COMUNICACIONES DE ESTADOS ANALITICOS
OTROS SERVICIOS DE TELECOMUNICACIONES,7613905,MENORES COMUNICACIONES
OTROS SERVICIOS DE TELECOMUNICACIONES,7613012,OTROS SERVICIOS DE TELECOMUNICACIONES (EXCEPTO RADIODIFUSION Y TELEVISION)
OTROS SERVICIOS DE TELECOMUNICACIONES,7613004,OTROS SERVS. DE TELECOMUNICACIONES (EXCEPTO RADIO.
OTROS SERVICIOS DE TELECOMUNICACIONES,7600001,COMUNICACIONES
PROVEEDORES DE ACCESO A INTERNET Y SERVICIOS DE BUSQUEDA EN LA RED,,
"PROCESAMIENTO ELECTRONICO DE INFORMACION, HOSPEDAJE DE PAGINAS WEB Y OTROS  SERVICIOS RELACIONADOS",8512015,ARRENDAMIENTO DE EQUIPO PARA PROCESAMIENTO ELECTRONICO DE DATOS
AGENCIAS NOTICIOSAS,8423014,AGENCIA NOTICIOSA
BIBLIOTECAS Y ARCHIVOS,9199010,SERVICIOS DE BIBLIOTECAS MUSEOS JARDINES BOTANICOS Y OTROS SERVICIOS DE DIFUSION CULTURAL
EDICION Y DIFUSION DE CONTENIDO EXCLUSIVAMENTE A TRAVES DE INTERNET Y SERVICIOS DE BUSQUEDA EN LA RED,,
OTROS SERVICIOS DE SUMINISTRO DE INFORMACION,,
BANCA CENTRAL,8113029,SERVICIOS DE LA BANCA NACIONAL POR OPERACIONES DE CALL MONEY
BANCA CENTRAL,8113011,SERVICIOS DE LA BANCA NACIONAL
BANCA MULTIPLE,8219033120,CORRESPONSAL BANCARIO (GOBIERNO)
BANCA MULTIPLE,8123036,SERVICIOS DE LA BANCA PRIVADA Y MIXTA MULTIPLE POR OPERACIONES DE CALL MONEY
BANCA MULTIPLE,8123010,SERVICIOS DE LA BANCA PRIVADA Y MIXTA MULTIPLE
BANCA DE DESARROLLO,8123044240,SERVICIOS DE LA BANCA PRIVADA ESPECIALIZADA POR OPERACIONES DE CALL MONEY
BANCA DE DESARROLLO,8123028,SERVICIOS DE LA BANCA PRIVADA ESPECIALIZADA
FONDOS Y FIDEICOMISOS FINANCIEROS PARA EL DESARROLLO,8114019,SERVICIOS DE FONDOS Y FIDEICOMISOS DE FOMENTO ECONOMICO
UNIONES DE CREDITO,8132029,UNIONES DE CREDITO PRIVADAS
UNIONES DE CREDITO,8132011,UNIONES DE CREDITO NACIONALES
UNIONES DE CREDITO,2084010,TRATAMIENTO Y ENVASE DE MIEL DE ABEJA
CAJAS DE AHORRO POPULAR,8219041231,CAJA DE AHORROS (GOBIERNO)
CAJAS DE AHORRO POPULAR,8219041,CAJA DE AHORROS
CAJAS DE AHORRO POPULAR,6999083,CREDITOS PERSONALES AL CONSUMO
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,9471012120,PRESTACION DE SERVICIOS PUBLICOS Y SOCIALES (GOBIERNO)
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,9471012,PRESTACION DE SERVICIOS PUBLICOS Y SOCIALES
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,8221013,FOBAPROA-IPAB
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,8220014,FOBAPROA-IPAB
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,8219067,PRESTAMISTA
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,8219059161,MONTEPIO (GOBIERNO)
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,8219059,MONTEPIO
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,8123052,SOCIEDADES DE AHORRO Y PRESTAMO
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,6999091,PRESTAMOS AL PERSONAL DE LA INSTITUCION
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,6911037,PRESTAMOS PARA LA ADQUISICION DE VIVIENDA TANTO DE INTERES SOCIAL COMO PROVENIENTES DE LA RESERVA PARA PENSIONES DEL PERSONAL
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,6911011,PRESTAMOS PARA LA ADQUISICION DE VIVIENDA PARA ACREDITADOS DE INGRESOS MINIMOS
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,5111018121,CAPTACION
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,5111018120,CAPTACION
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,4200002,"SERVICIOS ESPECIALES PRESTADOS POR SUBCONTRATISTAS (DEMOLICIONES, CARPINTERIA, IMPERMIABILIZACIÓN, INST ESLECTRICAS, PINTURA, PLOMERIA)"
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,4111043,PRESTAMOS PARA LA CONSTRUCCION DE VIVIENDA PARA ACREDITADOS DE INGRESOS MINIMOS
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,4111035,PRESTAMOS PARA LA CONSTRUCCION DE VIVIENDA  TANTO DE INTERES SOCIAL COMO PROVENIENTES DE LA RESERVA PARA PENSIONES DEL PERSONAL
OTRAS INSTITUCIONES DE AHORRO Y PRESTAMO,3999119,AJUSTE PROGRAMA VENTA DE CARTERA FOBAPROA
ARRENDADORAS FINANCIERAS,8511033,ARRENDADORAS FINANCIERAS PRIVADAS
ARRENDADORAS FINANCIERAS,8511025,ARRENDADORAS FINANCIERAS NACIONALES
COMPAÑIAS DE FACTORAJE FINANCIERO,8219075,FACTORING
SOCIEDADES FINANCIERAS DE OBJETO LIMITADO,9911018,INSTITUCIONES FINANCIERAS DEL EXTRANJERO
SOCIEDADES FINANCIERAS DE OBJETO LIMITADO,9311044,SOCIEDADES COOPERATIVAS
COMPAÑIAS DE AUTOFINANCIAMIENTO,,
MONTEPIOS,,
SOCIEDADES FINANCIERAS DE OBJETO MULTIPLE,,
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,9219016,SERVICIOS DE FISIOTERAPIA  BANCOS DE SANGRE Y OTROS SERVICIOS MEDICOS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8429020,EMPRESAS CONTROLADORAS NO FINANCIERAS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8219130,EMPRESAS DE AUTOFINANCIAMIENTO RESIDENCIAL
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8219122,EMPRESAS DE AUTOFINANCIAMIENTO AUTOMOTRIZ
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8219108,USUARIOS MENORES OTROS INTERMEDIARIOS FINANCIEROS PRIVADOS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8219091,USUARIOS MENORES OTROS INTERMEDIARIOS FINANCIEROS PUBLICOS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8219083,EMPRESAS CONTROLADORAS FINANCIERAS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8200008,SERVICIOS COLATERALES A INSTITUCIONES FINANCIERAS Y DE SEGUROS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8133035,AJ. INT. FINANCIEROS NO BANCARIOS UDIS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8123911,CARTERA DE SERVICIOS BANCARIOS DE ESTADOS ANALITIC
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8123903,USUARIOS MENORES DE SERVICIOS BANCARIOS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8123143,USUARIOS MENORES BANCA COMERCIAL
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8123094,SOCIEDADES FINANCIERAS DE OBJETO MULTIPLE NO REGULADAS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8123086,SOCIEDADES FINANCIERAS DE OBJETO MULTIPLE REGULADAS
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8123078,SOCIEDADES FINANCIERAS DE OBJETO LIMITADO
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8123044,SERVICIOS DE LA BANCA PRIVADA ESPECIALIZADA POR OP
OTRAS INSTITUCIONES DE INTERMEDIACION CREDITICIA Y FINANCIERA NO BURSATIL,8113128,MENORES BANCA DESARROLLO
SERVICIOS RELACIONADOS CON LA INTERMEDIACION CREDITICIA,8219114,ADMINISTRADORAS DE TARJETA DE CREDITO
SERVICIOS RELACIONADOS CON LA INTERMEDIACION CREDITICIA,8123060,SOCIEDADES DE AHORRO Y CREDITO POPULAR
SERVICIOS RELACIONADOS CON LA INTERMEDIACION CREDITICIA,6999158,OTROS CREDITOS AL CONSUMO
SERVICIOS RELACIONADOS CON LA INTERMEDIACION CREDITICIA,6999124,CREDITOS PARA ADQUISICION DE BIENES DE CONSUMO DURADERO
SERVICIOS RELACIONADOS CON LA INTERMEDIACION CREDITICIA,6999116,TARJETA DE CREDITO
CASAS DE BOLSA,8211047,CASAS DE BOLSA PRIVADAS
CASAS DE BOLSA,8211039,CASAS DE BOLSA NACIONALES
CASAS DE BOLSA,8211021251,AGENTE DE BOLSA (GOBIERNO)
CASAS DE BOLSA,8211021,AGENTE DE BOLSA
CASAS DE CAMBIO Y CENTROS CAMBIARIOS,8219025231,CASA DE CAMBIO (GOBIERNO)
CASAS DE CAMBIO Y CENTROS CAMBIARIOS,8219025,CASA DE CAMBIO
BOLSA DE VALORES,8141012231,BOLSA DE VALORES (GOBIERNO)
BOLSA DE VALORES,8141012,BOLSA DE VALORES
SOCIEDADES DE INVERSION,8142010231,SOCIEDADES DE INVERSION (GOBIERNO)
SOCIEDADES DE INVERSION,8142010,SOCIEDADES DE INVERSION
ASESORIA EN INVERSIONES,8211013,INVERSIONISTA
ASESORIA EN INVERSIONES,8142010233,INVERSIONISTA (GOBIERNO)
OTROS SERVICIOS RELACIONADOS CON LA INTERMEDIACION BURSATIL,,
COMPAÑIAS ESPECIALIZADAS EN SEGUROS DE VIDA,,
COMPAÑIAS DE SEGUROS NO ESPECIALIZADAS EN SEGUROS DE VIDA,8151029,COMPAÑIAS DE SEGUROS PRIVADAS
COMPAÑIAS DE SEGUROS NO ESPECIALIZADAS EN SEGUROS DE VIDA,8151011,COMPAÑIAS DE SEGUROS NACIONALES
FONDOS DE ASEGURAMIENTO CAMPESINO,,
COMPAÑIAS AFIANZADORAS,8133027,COMPAÑIAS DE FIANZAS PRIVADAS
COMPAÑIAS AFIANZADORAS,8133019,COMPAÑIAS DE FIANZAS NACIONALES
"AGENTES, AJUSTADORES Y GESTORES DE SEGUROS Y FIANZAS",8426018,COMISIONISTA
"AGENTES, AJUSTADORES Y GESTORES DE SEGUROS Y FIANZAS",8219017251,AGENTE DE SEGUROS (GOBIERNO)
"AGENTES, AJUSTADORES Y GESTORES DE SEGUROS Y FIANZAS",8219017,AGENTE DE SEGUROS
ADMINISTRACION DE CAJAS DE PENSION Y DE SEGUROS INDEPENDIENTES,,
ALQUILER SIN INTERMEDIACION DE VIVIENDAS Y OTROS INMUEBLES,8312019,ARRENDAMIENTO DE INMUEBLES RESIDENCIALES
ALQUILER SIN INTERMEDIACION DE VIVIENDAS Y OTROS INMUEBLES,8311011160,ALQUILER DE TERRENOS
INMOBILIARIAS Y CORREDORES DE BIENES RAICES,8314015,ADMINISTRACION DE INMUEBLES
INMOBILIARIAS Y CORREDORES DE BIENES RAICES,8313017,SERVICIO DE CORREDORES DE BIENES RAICES
SERVICIOS RELACIONADOS CON LOS SERVICIOS INMOBILIARIOS,,
ALQUILER DE AUTOMOVILES SIN CHOFER,8524010,ALQUILER O RENTA DE AUTOMOVILES SIN CHOFER
ALQUILER DE AUTOMOVILES SIN CHOFER,6999166,AUTOMOTRIZ
"ALQUILER DE CAMIONES DE CARGA, AUTOBUSES Y REMOLQUES SIN CHOFER",,
ALQUILER DE APARATOS ELECTRICOS Y ELECTRONICOS PARA EL HOGAR,8523012,ALQUILER DE EQUIPOS ELECTRONICOS
ALQUILER DE ROPA,8529010,ALQUILER DE ROPA
ALQUILER DE VIDEOCASETES Y DISCOS,8822018,DISTRIBUCION Y ALQUILER DE PELICULAS
ALQUILER DE OTROS ARTICULOS PARA EL HOGAR,,
CENTROS GENERALES DE ALQUILER,8522014,ALQUILER DE SILLAS Y VAJILLAS PARA BANQUETES
CENTROS GENERALES DE ALQUILER,7519020131,ALQUILER DE LANCHAS Y VELEROS (GOBIERNO)
CENTROS GENERALES DE ALQUILER,7519020,ALQUILER DE LANCHAS Y VELEROS
"ALQUILER DE MAQUINARIA Y EQUIPO PARA CONSTRUCCION, MINERIA, ACTIVIDADES FORESTALES Y TRANSPORTE, EXCEPTO TERRESTRE",8511017,ARRENDAMIENTO DE MAQUINARIA
ALQUILER DE EQUIPO DE COMPUTO Y DE OTRAS MAQUINAS Y MOBILIARIO DE OFICINA,9919012,SERVICIOS DE OFICINAS Y REPRESENTACIONES DE OTROS PAISES QUE GOZAN DE EXTRATERRITORIALIDAD
ALQUILER DE EQUIPO DE COMPUTO Y DE OTRAS MAQUINAS Y MOBILIARIO DE OFICINA,8519011120,ALQUILER DE MOBILIARIO Y EQUIPO PARA COMERCIOS
ALQUILER DE EQUIPO DE COMPUTO Y DE OTRAS MAQUINAS Y MOBILIARIO DE OFICINA,8519011,ALQUILER DE MOBILIARIO Y EQUIPO PARA COMERCIOS  SERVICIOS Y OFICINAS
ALQUILER DE EQUIPO DE COMPUTO Y DE OTRAS MAQUINAS Y MOBILIARIO DE OFICINA,6721022,COMPRAVENTA DE MUEBLES Y ARTICULOS PARA OFICINA
"ALQUILER DE OTRA MAQUINARIA Y EQUIPO INDUSTRIAL, COMERCIAL Y DE SERVICIOS",,
"SERVICIOS DE ALQUILER DE MARCAS REGISTRADAS, PATENTES Y FRANQUICIAS",,
BUFETES JURIDICOS,9312018,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
BUFETES JURIDICOS,8412017,SERVICIOS DE BUFETES JURIDICOS
NOTARIAS PUBLICAS,8411019,SERVICIOS DE NOTARIAS PUBLICAS
SERVICIOS DE APOYO PARA EFECTUAR TRAMITES LEGALES,,
"SERVICIOS DE CONTABILIDAD, AUDITORIA Y SERVICIOS RELACIONADOS",8413015,SERVICIOS DE CONTADURIA Y AUDITORIA; INCLUSO TENEDURIA DE LIBROS
SERVICIOS DE ARQUITECTURA,,
SERVICIOS DE ARQUITECTURA DE PAISAJE Y URBANISMO,,
SERVICIOS DE INGENIERIA,,
SERVICIOS DE DIBUJO,,
SERVICIOS DE INSPECCION DE EDIFICIOS,,
SERVICIOS DE LEVANTAMIENTO GEOFISICO,,
SERVICIOS DE ELABORACION DE MAPAS,,
LABORATORIOS DE PRUEBAS,,
DISEÑO Y DECORACION DE INTERIORES,8942014,DECORACION EN GENERAL
